1422887744824,48.1,1.0,-1.0,-1.0,-1.0,
1422887749827,48.1,1.0,-1.0,-1.0,-1.0,
1422887754824,48.1,1.0,-1.0,-1.0,-1.0,
1422887759826,48.1,1.0,-1.0,-1.0,-1.0,
1422887764825,48.1,1.0,-1.0,-1.0,-1.0,
1422887769829,48.1,1.0,-1.0,-1.0,-1.0,
1422887774828,48.1,1.0,-1.0,-1.0,-1.0,
1422887779827,48.1,1.0,-1.0,-1.0,-1.0,
1422887784828,48.1,1.0,-1.0,-1.0,-1.0,
1422887789827,48.1,1.0,-1.0,-1.0,-1.0,
1422887794829,48.1,1.0,-1.0,-1.0,-1.0,
1422887799828,48.1,1.0,-1.0,-1.0,-1.0,
1422887804828,48.1,1.0,-1.0,-1.0,-1.0,
1422887809828,48.1,1.0,-1.0,-1.0,-1.0,
1422887814830,48.1,1.0,165.0,0.0,0.0,
1422887819829,48.1,1.0,165.0,0.0,0.0,
1422887824829,48.1,1.0,165.0,0.0,0.0,
1422887829831,48.1,1.0,165.0,0.0,0.0,
1422887834842,48.1,1.0,165.0,0.0,0.0,
1422887839832,0.0,1.0,195.0,0.0,6628.0,
1422887844832,0.0,1.0,187.0,0.0,8307.0,
1422887849834,0.0,1.0,134.0,0.0,6318.0,
1422887854834,0.0,1.0,2.0,12.0,631.0,
1422887859840,0.0,1.0,4.0,13.0,161.0,
1422887864833,0.0,1.0,0.0,4.0,138.0,DataNodeUnit,ScaleOut,
1422887869835,0.0,1.0,2.0,11.0,100.0,DataNodeUnit,ScaleOut,
1422887874834,0.0,1.0,0.0,8.0,174.0,DataNodeUnit,ScaleOut,
1422887879835,38.2,1.0,2.0,8.0,90.0,DataNodeUnit,ScaleOut,
1422887884835,38.2,1.0,0.0,10.0,116.0,DataNodeUnit,ScaleOut,
1422887889835,38.2,1.0,2.0,5.0,95.0,DataNodeUnit,ScaleOut,
1422887894836,38.2,1.0,0.0,13.0,118.0,DataNodeUnit,ScaleOut,
1422887899836,38.2,1.0,2.0,1.0,63.0,DataNodeUnit,ScaleOut,
1422887904837,38.2,1.0,1.0,16.0,115.0,DataNodeUnit,ScaleOut,
1422887909838,38.2,1.0,0.0,4.0,156.0,DataNodeUnit,ScaleOut,
1422887914836,38.2,1.0,2.0,13.0,88.0,DataNodeUnit,ScaleOut,
1422887919839,38.2,1.0,0.0,5.0,102.0,DataNodeUnit,ScaleOut,
1422887924838,38.2,1.0,1.0,9.0,103.0,DataNodeUnit,ScaleOut,
1422887929839,38.2,1.0,0.0,9.0,92.0,DataNodeUnit,ScaleOut,
1422887934837,38.2,1.0,1.0,6.0,87.0,DataNodeUnit,ScaleOut,
1422887939838,55.0,1.0,0.0,13.0,106.0,DataNodeUnit,ScaleOut,
1422887944839,55.0,1.0,1.0,3.0,85.0,DataNodeUnit,ScaleOut,
1422887949838,55.0,1.0,0.0,15.0,96.0,DataNodeUnit,ScaleOut,
1422887954841,55.0,1.0,0.0,1.0,78.0,DataNodeUnit,ScaleOut,
1422887959840,55.0,1.0,1.0,14.0,90.0,DataNodeUnit,ScaleOut,
1422887964841,55.0,1.0,0.0,4.0,94.0,DataNodeUnit,ScaleOut,
1422887969844,55.0,1.0,2.0,11.0,81.0,DataNodeUnit,ScaleOut,
1422887974844,55.0,1.0,0.0,7.0,92.0,DataNodeUnit,ScaleOut,
1422887979841,55.0,1.0,2.0,7.0,81.0,DataNodeUnit,ScaleOut,
1422887984843,55.0,1.0,0.0,11.0,93.0,DataNodeUnit,ScaleOut,
1422887989843,55.0,1.0,1.0,4.0,82.0,DataNodeUnit,ScaleOut,
1422887994842,55.0,1.0,0.0,17.0,124.0,DataNodeUnit,ScaleOut,
1422887999843,55.9,1.0,1.0,4.0,178.0,
1422888004843,55.9,1.0,1.0,15.0,92.0,
1422888009845,55.9,1.0,4.0,1.0,1178.0,
1422888014843,55.9,1.0,8.0,5.0,272.0,
1422888019844,54.1,1.0,0.0,8.0,143.0,
1422888024845,54.1,1.0,2.0,8.0,126.0,
1422888029845,54.1,1.0,0.0,10.0,112.0,
1422888034844,54.1,1.0,4.0,2.0,132.0,
1422888039845,57.2,1.0,0.0,13.0,95.0,
1422888044846,57.2,1.0,2.0,1.0,85.0,
1422888049846,57.2,1.0,0.0,16.0,182.0,
