Time ,connectionRate ,cpuUsage ,instances ,cost , ongoingAction, targetedNodeID
1423483144052,0.0,1.4,1.0,0.32,
1423483149052,0.0,1.3,1.0,0.32,
1423483154069,0.0,1.3,1.0,0.32,
1423483159075,0.0,1.0,1.0,0.32,
1423483164047,0.0,1.0,1.0,0.32,
1423483169048,0.0,1.1,1.0,0.32,
1423483174049,0.0,1.1,1.0,0.32,
1423483179057,0.0,1.3,1.0,0.32,
1423483184055,0.0,1.3,1.0,0.32,
1423483189061,0.0,3.4,1.0,0.32,
1423483194060,0.0,3.4,1.0,0.32,
1423483199060,0.0,1.5,1.0,0.32,
1423483204053,0.0,1.5,1.0,0.32,
1423483209063,0.0,1.3,1.0,0.32,
1423483214052,0.0,1.3,1.0,0.32,
1423483219061,0.0,6.4,1.0,0.32,
1423483224055,0.0,6.4,1.0,0.32,
1423483229065,0.0,1.5,1.0,0.32,
1423483234057,0.0,1.5,1.0,0.32,
1423483239068,0.0,1.0,1.0,0.32,
1423483244068,0.0,1.0,1.0,0.32,
1423483249065,0.0,0.6,1.0,0.32,
1423483254077,0.0,0.6,1.0,0.32,
1423483259065,0.0,0.6,1.0,0.32,
1423483264064,0.0,0.6,1.0,0.32,
1423483269066,0.0,1.3,1.0,0.32,
1423483274067,0.0,1.3,1.0,0.32,
1423483279066,0.0,2.5,1.0,0.32,
1423483284065,0.0,2.5,1.0,0.32,
1423483289066,0.0,2.5,1.0,0.32,
1423483294068,13.0,2.5,1.0,0.32,
1423483299067,82.0,3.4,1.0,0.32,
1423483304070,28.0,3.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423483309072,53.0,4.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423483314070,56.0,4.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423483319068,24.0,4.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423483324068,86.0,4.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423483329069,18.0,3.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423483334069,62.0,3.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423483339069,47.0,4.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423483344080,36.0,4.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423483349073,75.0,5.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423483354073,12.0,5.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423483359075,75.0,4.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423483364073,34.0,4.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423483369072,46.0,13.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423483374072,64.0,13.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423483379073,15.0,5.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423483384081,82.0,5.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423483389073,28.0,4.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423483394086,52.0,4.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423483399078,59.0,4.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423483404075,19.0,4.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423483409079,87.0,5.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423483414076,23.0,5.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423483419077,57.0,5.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423483424077,54.0,5.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423483429077,28.0,4.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423483434078,82.0,4.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423483439077,15.0,5.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423483444078,63.0,5.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423483449083,47.0,4.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423483454102,33.0,4.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423483459097,77.0,12.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423483464099,12.0,12.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423483469097,70.0,5.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423483474098,40.0,5.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423483479104,40.0,5.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423483484103,69.0,5.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423483489103,13.0,5.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423483494104,75.0,5.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423483499104,34.0,4.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423483504108,46.0,4.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423483509107,63.0,4.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423483514124,18.0,4.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423483519123,83.0,9.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423483524118,27.0,9.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423483529118,53.0,4.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423483534121,56.0,4.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423483539121,22.0,5.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423483544121,84.0,5.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423483549119,21.0,9.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423483554169,61.0,9.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423483559138,48.0,4.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423483564174,33.0,4.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423483569151,76.0,4.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423483574152,14.0,4.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423483579155,65.0,5.0,1.0,0.32,EventProcessingUnit,ScaleOut,
