1423483649283,50.9,1.0,EventProcessingUnit,ScaleOut,
1423483654167,56.3,1.0,0.0,0.0,0.0,EventProcessingUnit,ScaleOut,
1423483659169,56.3,1.0,0.0,43.0,10.0,EventProcessingUnit,ScaleOut,
1423483664168,56.3,1.0,0.0,3.0,10.0,EventProcessingUnit,ScaleOut,
1423483669167,56.3,1.0,0.0,38.0,10.0,EventProcessingUnit,ScaleOut,
1423483674167,65.1,1.0,0.0,19.0,10.0,EventProcessingUnit,ScaleOut,
1423483679169,65.1,1.0,0.0,21.0,10.0,EventProcessingUnit,ScaleOut,
1423483684173,65.1,1.0,0.0,36.0,10.0,EventProcessingUnit,ScaleOut,
1423483689168,65.1,1.0,1.0,4.0,10.0,EventProcessingUnit,ScaleOut,
1423483694169,77.9,1.0,0.0,44.0,10.0,EventProcessingUnit,ScaleOut,
1423483699169,77.9,1.0,0.0,14.0,10.0,EventProcessingUnit,ScaleOut,
1423483704172,77.9,1.0,0.0,28.0,10.0,EventProcessingUnit,ScaleOut,
1423483709217,77.9,1.0,0.0,30.0,10.0,EventProcessingUnit,ScaleOut,
1423483714197,85.5,1.0,1.0,10.0,10.0,
1423483719194,85.5,1.0,0.0,46.0,10.0,
1423483724194,85.5,1.0,0.0,7.0,10.0,
1423483729198,85.5,1.0,0.0,34.0,10.0,
1423483734198,84.2,1.0,0.0,23.0,10.0,
1423483739242,84.2,1.0,0.0,17.0,10.0,
1423483744247,84.2,1.0,0.0,40.0,10.0,
1423483749226,84.2,1.0,0.0,1.0,11.0,
1423483754682,84.2,1.0,1.0,39.0,10.0,
1423483759671,84.2,1.0,1.0,22.0,10.0,
1423483764672,84.2,1.0,0.0,35.0,10.0,
1423483769672,84.2,1.0,1.0,5.0,10.0,
1423483774672,84.2,1.0,0.0,45.0,10.0,
1423483779674,84.2,1.0,0.0,12.0,10.0,
1423483784674,84.2,1.0,0.0,28.0,10.0,
1423483789674,88.1,1.0,0.0,30.0,10.0,
1423483794674,88.1,1.0,0.0,10.0,10.0,
1423483799676,88.1,1.0,0.0,47.0,10.0,
1423483804676,88.1,1.0,0.0,0.0,0.0,
1423483806986,88.1,1.0,0.0,0.0,0.0,
1423483811983,92.7,1.0,0.0,0.0,0.0,
1423483816983,92.7,1.0,0.0,0.0,0.0,
1423483821984,92.7,1.0,0.0,0.0,0.0,
1423483826983,92.7,1.0,0.0,0.0,0.0,
1423483831984,92.7,1.0,0.0,0.0,0.0,
1423483836986,92.7,1.0,0.0,0.0,0.0,
1423483841988,92.7,1.0,0.0,0.0,0.0,
1423483846985,92.7,1.0,0.0,0.0,0.0,
1423483851988,96.9,1.0,0.0,0.0,0.0,
1423483856990,96.9,1.0,0.0,0.0,0.0,
1423483861988,96.9,1.0,0.0,0.0,0.0,
1423483866986,96.9,1.0,0.0,0.0,0.0,
1423483871994,96.9,1.0,0.0,0.0,0.0,
1423483876988,96.9,1.0,0.0,0.0,0.0,
1423483881988,96.9,1.0,0.0,0.0,0.0,
1423483886990,96.9,1.0,0.0,0.0,0.0,
1423483891993,95.1,1.0,0.0,0.0,0.0,
1423483896992,95.1,1.0,0.0,0.0,0.0,
1423483901992,95.1,1.0,0.0,0.0,0.0,
1423483906994,95.1,1.0,0.0,0.0,0.0,
1423483911993,96.8,1.0,0.0,0.0,0.0,
1423483916995,96.8,1.0,0.0,0.0,0.0,
1423483921994,96.8,1.0,0.0,0.0,0.0,
1423483926992,96.8,1.0,0.0,0.0,0.0,
1423483931992,96.8,1.0,0.0,0.0,0.0,
1423483936994,96.8,1.0,0.0,0.0,0.0,
1423483941994,96.8,1.0,0.0,0.0,0.0,
1423483946995,96.8,1.0,0.0,0.0,0.0,
1423483951993,96.8,1.0,0.0,0.0,0.0,
1423483956997,96.8,1.0,0.0,0.0,0.0,
1423483961994,96.8,1.0,0.0,0.0,0.0,
1423483966997,96.8,1.0,0.0,0.0,0.0,
1423483971994,96.8,1.0,0.0,0.0,0.0,
1423483976998,96.8,1.0,0.0,0.0,0.0,
1423483981995,96.8,1.0,0.0,0.0,0.0,
1423483986995,96.8,1.0,0.0,0.0,0.0,
1423483991998,96.8,1.0,0.0,0.0,0.0,
1423483997002,96.8,1.0,0.0,0.0,0.0,
1423484001998,96.5,1.0,0.0,0.0,0.0,
1423484006996,96.5,1.0,0.0,0.0,0.0,
1423484011999,96.5,1.0,0.0,0.0,0.0,
1423484016999,96.5,1.0,0.0,0.0,0.0,
1423484021999,96.5,1.0,0.0,0.0,0.0,
1423484027000,96.5,1.0,0.0,0.0,0.0,
1423484031999,96.5,1.0,0.0,0.0,0.0,
1423484037000,96.5,1.0,0.0,0.0,0.0,
1423484041999,96.5,1.0,0.0,0.0,0.0,
1423484046999,96.5,1.0,0.0,0.0,0.0,
1423484052000,96.5,1.0,0.0,0.0,0.0,
1423484057001,96.5,1.0,0.0,0.0,0.0,
1423484062002,96.5,1.0,0.0,0.0,0.0,
1423484067003,96.5,1.0,0.0,0.0,0.0,
1423484072003,96.5,1.0,0.0,0.0,0.0,
1423484077000,96.5,1.0,0.0,0.0,0.0,
1423484082001,96.5,1.0,0.0,0.0,0.0,EventProcessingUnit,ScaleIn,
1423484087001,96.5,1.0,-1.0,-1.0,-1.0,EventProcessingUnit,ScaleIn,
1423484092002,92.9,1.0,-1.0,-1.0,-1.0,EventProcessingUnit,ScaleIn,
1423485071438,48.5,1.0,0.0,0.0,0.0,EventProcessingUnit,ScaleOut,
1423485076454,48.5,1.0,4.0,56.0,1074.0,EventProcessingUnit,ScaleOut,
1423485081449,48.5,1.0,0.0,47.0,11.0,EventProcessingUnit,ScaleOut,
1423485086449,48.5,1.0,1.0,15.0,10.0,EventProcessingUnit,ScaleOut,
1423485091451,45.1,1.0,1.0,56.0,11.0,EventProcessingUnit,ScaleOut,
1423485096451,45.1,1.0,0.0,23.0,10.0,EventProcessingUnit,ScaleOut,
1423485101455,45.1,1.0,1.0,45.0,10.0,EventProcessingUnit,ScaleOut,
1423485106452,45.1,1.0,0.0,34.0,10.0,EventProcessingUnit,ScaleOut,
1423485111452,74.4,1.0,1.0,32.0,10.0,EventProcessingUnit,ScaleOut,
1423485116452,74.4,1.0,1.0,47.0,10.0,EventProcessingUnit,ScaleOut,
1423485121453,74.4,1.0,0.0,29.0,10.0,EventProcessingUnit,ScaleOut,
1423485126452,74.4,1.0,1.0,38.0,10.0,EventProcessingUnit,ScaleOut,
1423485131458,81.2,1.0,1.0,40.0,10.0,
1423485136455,81.2,1.0,0.0,25.0,10.0,
1423485141455,81.2,1.0,0.0,54.0,10.0,
1423485146456,81.2,1.0,0.0,14.0,10.0,
1423485151456,74.1,1.0,3.0,50.0,12.0,
1423485156458,74.1,1.0,1.0,77.0,53.0,
1423485161457,74.1,1.0,1.0,41.0,10.0,
1423485166457,74.1,1.0,1.0,80.0,46.0,
1423485171458,74.1,1.0,1.0,42.0,22.0,
1423485176458,74.1,1.0,8.0,74.0,20.0,
1423485181461,74.1,1.0,0.0,61.0,32.0,
1423485186459,74.1,1.0,1.0,55.0,10.0,
1423485191459,76.2,1.0,1.0,68.0,14.0,
1423485196458,76.2,1.0,1.0,50.0,10.0,
1423485201460,76.2,1.0,1.0,73.0,12.0,
1423485206460,76.2,1.0,1.0,52.0,11.0,
1423485211464,71.8,1.0,1.0,56.0,10.0,
1423485216486,71.8,1.0,0.0,71.0,16.0,
1423485221475,71.8,1.0,1.0,53.0,10.0,
1423485226476,71.8,1.0,1.0,66.0,13.0,
1423485231481,74.8,1.0,14.0,89.0,112.0,
1423485236480,74.8,1.0,2.0,81.0,77.0,
1423485241483,74.8,1.0,19.0,88.0,89.0,
1423485246481,74.8,1.0,0.0,84.0,122.0,
1423485251520,69.0,1.0,12.0,79.0,66.0,
1423485256508,69.0,1.0,7.0,90.0,123.0,
1423485261508,69.0,1.0,10.0,77.0,46.0,
1423485266508,69.0,1.0,5.0,91.0,117.0,
1423485271510,73.1,1.0,3.0,80.0,42.0,
1423485276508,73.1,1.0,9.0,89.0,75.0,
1423485281511,73.1,1.0,2.0,84.0,53.0,
1423485286511,73.1,1.0,6.0,86.0,63.0,
1423485291520,74.7,1.0,2.0,81.0,42.0,
1423485296514,74.7,1.0,6.0,84.0,32.0,
1423485301517,74.7,1.0,4.0,87.0,36.0,
1423485306514,74.7,1.0,1.0,85.0,27.0,
1423485311516,72.4,1.0,1.0,79.0,15.0,
1423485316515,72.4,1.0,7.0,90.0,43.0,
1423485321534,72.4,1.0,2.0,82.0,36.0,
1423485326520,72.4,1.0,9.0,87.0,58.0,
1423485331524,74.4,1.0,47.0,89.0,691.0,
1423485336522,74.4,1.0,171.0,50.0,5212.0,
